cvegeo,cve_agee,cve_agem,nom_agem,cve_cab,pob,pob_fem,pob_mas,viv,nom_cab,pobreza,median_ntl,mean_ntl,max_ntl,min_ntl,median_sum_ntl,log_median_ntl,log_mean_ntl,z_median_ntl,scale_median_ntl,log_max,log_min,log_sum
30064,"30","064",Chumatlán,"0001","4008","2114","1894","1112",,,1138,1137.35267857143,1145,1135.5,1343,7.03702761468628,7.03645862909373,1136.24197647339,1.44516060650111,7.04315991598834,7.03482836154561,7.20266119652324
30083,"30","083",Ixhuatlán de Madero,"0001","50836","26113","24723","14058",,,1136,1136.78184808612,1155.5,1136,3750.5,7.0352685992811,7.03595660910274,1134.24197647339,1.43953110890338,7.05228842971444,7.0352685992811,8.22964444340969
30084,"30","084",Ixmatlahuacan,"0001","5574","2862","2712","1924",,,1136.5,1137.34065612185,1168.5,1136.5,2571.5,7.0357086432926,7.03644805848239,1134.74197647339,1.44093848330281,7.06347615397891,7.0357086432926,7.85224466521497
30085,"30","085",Ixtaczoquitlán,"0001","74004","38641","35363","20868",,,1147,1159.91555555556,1359,1139.5,16605,7.04490511712937,7.05610248451572,1145.24197647339,1.4704933456909,7.21450441415114,7.03834484868574,9.71745913381085
30086,"30","086",Jalacingo,"0001","46794","24150","22644","11593",,169,1137.5,1140.14347826087,1224.5,1137.5,3873.5,7.03658815082511,7.03890939159264,1135.74197647339,1.44375323210168,7.11028787639222,7.03658815082511,8.26191377007196
30088,"30","088",Jalcomulco,"0001","5054","2517","2537","1632",,,1138,1138.96121883657,1168,1138,1485,7.03702761468628,7.03787191443606,1136.24197647339,1.44516060650111,7.06304816338817,7.03702761468628,7.3031700512368
30024,"30","024",Tlaltetela,"0001","16485","8167","8318","4274",,64,1138.5,1139.04048140044,1159,1138.5,1879.5,7.03746688550379,7.03794150399246,1136.74197647339,1.44656798090054,7.05531284333975,7.03746688550379,7.53876106300423
30026,"30","026",Banderilla,"0001","25993","13772","12221","7609",,12,1155,1169.14948453608,1254.5,1142,4063.5,7.05185562295589,7.06403182715155,1153.24197647339,1.49301133608183,7.13449236580648,7.04053639021596,8.30979995019326
30027,"30","027",Benito Juárez,"0001","16120","8332","7788","4384",,,1139.5,1140.09844559585,1155,1139.5,1832.5,7.03834484868574,7.03886989344593,1137.74197647339,1.44938272969941,7.05185562295589,7.03834484868574,7.51343643376081
30028,"30","028",Boca del Río,"0001","144550","76565","67985","47818",,90,1282,1299.30789473684,1540,1150,31408.5,7.15617663748062,7.1695870130165,1280.24197647339,1.85048443353781,7.33953769540767,7.0475172213573,10.3548338359005
30029,"30","029",Calcahualco,"0001","13701","6939","6762","3095",,,1140.5,1440.30197268589,33908,1140.5,198710,7.03922204172444,7.27260807383948,1138.74197647339,1.45219747849827,10.4314062537283,7.03922204172444,12.1996017543999
30030,"30","030",Camerino Z. Mendoza,"0001","41835","22148","19687","11735",,30,1157.5,1186.94230769231,1366,1144,5919,7.05401778596039,7.07913578996792,1155.74197647339,1.50004820807899,7.21964204013074,7.04228617193974,8.68592279469073
30203,"30","203",Zozocolco de Hidalgo,"0001","14524","7504","7020","3605",,,1144,1143.83970588235,1170,1141.5,1937,7.04228617193974,7.0421460448867,1142.24197647339,1.4620490992943,7.0647590277918,7.04009846596985,7.568895663407
30205,"30","205",El Higo,"0001","19402","9767","9635","5591",,,1142,1143.07723577236,1244.5,1142,3262,7.04053639021596,7.04147923436607,1140.24197647339,1.45641960169657,7.12648912180765,7.04053639021596,8.09009578318096
30074,"30","074",Huiloapan de Cuauhtémoc,"0001","7293","3836","3457","2018",,,1153.5,1169.23033707865,1289.5,1146,3521.5,7.05055607761381,7.06410097976898,1151.74197647339,1.48878921288353,7.1620098253214,7.04403289727469,8.16664231418546
30107,"30","107",Las Minas,"0001","2934","1481","1453","720",,,1143,1143.494,1150.5,1143,1266.5,7.04141166379481,7.04184376640054,1141.24197647339,1.45923435049544,7.04795190947542,7.04141166379481,7.14401246944173
30116,"30","116",Oluta,"0001","17027","8849","8178","5039",,,1147.5,1152.20909090909,1240,1143.5,4496.5,7.0453409419347,7.0494363273115,1145.74197647339,1.47190072009034,7.12286665859908,7.04184901346284,8.41105459535457
30136,"30","136",Rafael Lucio,"0001","8343","4319","4024","2113",,,1149.5,1154.26315789474,1185.5,1146.5,1729,7.04708234420324,7.05121746084106,1147.74197647339,1.47753021768807,7.07791990550546,7.04446910229796,7.45529848568329
30138,"30","138",Río Blanco,"0001","41795","22483","19312","12341",,,1167,1194.14556962025,1323,1147,5066.5,7.06219163228656,7.0851862041261,1165.24197647339,1.52678832166822,7.18765716411496,7.04490511712937,8.53040552288837
30140,"30","140",San Andrés Tenejapan,"0001","3134","1614","1520","743",,,1148,1149.78703703704,1169,1145,1662,7.04577657687951,7.04733201902322,1146.24197647339,1.47330809448977,7.06390396147207,7.04315991598834,7.41577697541539
30199,"30","199",Zaragoza,"0001","11899","6262","5637","3166",,,1156.75,1161.1712962963,1206.5,1152,2838,7.05336962778711,7.05718451284418,1154.99197647339,1.49793714647985,7.09547888506509,7.04925484125584,7.95085485771999
30185,"30","185",Tlilapan,"0001","5548","2855","2693","1360",,,1155.5,1164.08490566038,1252.5,1149.5,2104.5,7.05228842971444,7.05969056863837,1153.74197647339,1.49441871048126,7.13289683295902,7.04708234420324,7.65183318821063
30190,"30","190",Tuxtilla,"0001","2258","1144","1114","824",,,1146.5,1147.86313868613,1176,1146.5,1520,7.04446910229796,7.04565735260022,1144.74197647339,1.46908597129147,7.06987412845857,7.04446910229796,7.32646561384032
30194,"30","194",Villa Aldama,"0001","12492","6379","6113","2937",,,1149.5,1153.005859375,1376,1147,2684.5,7.04708234420324,7.05012760210784,1147.74197647339,1.47753021768807,7.22693601849329,7.04490511712937,7.89524976986262
30206,"30","206",Nanchital de Lázaro Cárdenas del Río,"0001","29209","15322","13887","8979",,72,1204,1248.27697841727,1988,1163.5,15155.5,7.09340462586877,7.12951946213916,1202.24197647339,1.63093402722626,7.59488438721652,7.05918798274235,9.62611878135941
30102,"30","102",Martínez de la Torre,"0001","108842","56666","52176","32755",,190,1148,1153.27774974773,1268.5,1148,11608.5,7.04577657687951,7.05036338436195,1146.24197647339,1.47330809448977,7.14559037903934,7.04577657687951,9.35949286737862
30106,"30","106",Miahuatlán,"0001","4841","2435","2406","1203",,,1148.5,1151.36206896552,1198,1148.5,1563.5,7.04621202212915,7.04870092829583,1146.74197647339,1.4747154688892,7.08840877867539,7.04621202212915,7.3546821768979
30069,"30","069",Gutiérrez Zamora,"0001","24085","12897","11188","7682",,77,1152.5,1164.55233853007,3352.5,1149,15115,7.0496887748708,7.06009203338101,1150.74197647339,1.48597446408467,8.11746161515583,7.04664727784876,9.62344290721356
30071,"30","071",Huatusco,"0001","59920","31310","28610","16101",,38,1152.5,1154.55284147557,1265.5,1149.5,6217.5,7.0496887748708,7.05146839775629,1150.74197647339,1.48597446408467,7.14322257998518,7.04708234420324,8.73512317567756
30031,"30","031",Carrillo Puerto,"0001","18888","9551","9337","5048",,157,1152.5,1152.66787732042,1179,1150,4455.5,7.0496887748708,7.04983442788147,1150.74197647339,1.48597446408467,7.07242190053737,7.0475172213573,8.40189456705277
30032,"30","032",Catemaco,"0001","49451","25852","23599","13747",,272,1150.5,1151.29518815546,1247.5,1150.5,3728.5,7.04795190947542,7.04864283818288,1148.74197647339,1.48034496648693,7.12889682762567,7.04795190947542,8.22376128698385
30033,"30","033",Cazones de Herrera,"0001","24421","12575","11846","7043",,71,1153.5,1153.30315249267,1193,1151,4292.5,7.05055607761381,7.05038541068231,1151.74197647339,1.48878921288353,7.08422642209792,7.04838640872188,8.36462459277163
30034,"30","034",Cerro Azul,"0001","25011","13413","11598","7804",,,1154.5,1162.39410480349,1441.5,1151.5,6141,7.05142262879455,7.05823704067017,1152.74197647339,1.4916039616824,7.27343951707846,7.04882071926074,8.7227428743294
30035,"30","035",Citlaltépetl,"0001","11165","5687","5478","3356",,56,1152,1153.18796068796,1180.5,1152,1635.5,7.04925484125584,7.05028552579296,1150.24197647339,1.48456708968523,7.07369335652557,7.04925484125584,7.39970384697844
30037,"30","037",Coahuitlán,"0001","8176","4186","3990","1973",,,1152.5,1153.57107843137,1162.5,1152.5,1371,7.0496887748708,7.05061769550851,1150.74197647339,1.48597446408467,7.05832813746151,7.0496887748708,7.22329567956231
30038,"30","038",Coatepec,"0001","93911","48815","45096","27374",,205,1156.5,1161.5333998006,1265,1153,9712,7.05315348167149,7.05749630754442,1154.74197647339,1.49723345928013,7.14282740116162,7.05012252026906,9.18111751329928
30041,"30","041",Coetzala,"0001","2355","1199","1156","641",,,1156.75,1158.64130434783,1175.5,1153.5,1390,7.05336962778711,7.0550033082496,1154.99197647339,1.49793714647985,7.06944886798012,7.05055607761381,7.23705902612474
31040,"31","040",Izamal,"0001","28555","14355","14200","7905",,,1154,1155.77973090278,1298,1154,5254.5,7.05098944706805,7.05253048687472,1152.24197647339,1.49019658728296,7.16857989726403,7.05098944706805,8.56684013130565
31050,"31","050",Mérida,"0001","995129","515760","479369","303941",,3125,1164,1220.56909174102,1579.5,1154.5,289942.5,7.05961762829138,7.10707249760481,1162.24197647339,1.51834407527162,7.36486362024214,7.05142262879455,12.5774379064413
31014,"31","014",Cuncunul,"0001","1714","829","885","441",,91,1155,1155.24231332357,1174,1155,1320.5,7.05185562295589,7.05206539603733,1153.24197647339,1.49301133608183,7.06817200038804,7.05185562295589,7.18576573173719
31085,"31","085",Temozón,"0001","16680","8260","8420","4262",,151,1155.5,1155.97425742574,1245.5,1155.5,2832,7.05228842971444,7.05269878032152,1153.74197647339,1.49441871048126,7.12729233470224,7.05228842971444,7.94873845481361
31091,"31","091",Tinum,"0001","12700","6315","6385","3234",,142,1156,1156.49492600423,1217.5,1156,2326.5,7.05272104923232,7.05314909428982,1154.24197647339,1.4958260848807,7.10455485495674,7.05272104923232,7.7521202712847
31058,"31","058",Peto,"0001","25954","13067","12887","6403",,72,1156.5,1157.15011437286,1263.5,1156.5,4567,7.05315348167149,7.0537154632658,1154.74197647339,1.49723345928013,7.14164092682825,7.05315348167149,8.426611813185
31052,"31","052",Motul,"0001","37804","19127","18677","10134",,230,1157,1160.44950124688,1239.5,1157,6690,7.05358572719368,7.05656271011616,1155.24197647339,1.49864083367956,7.12246335147525,7.05358572719368,8.80836915312227
31047,"31","047",Maní,"0001","5968","3024","2944","1555",,,1157.5,1158.43829113924,1200.5,1157.5,1750.5,7.05401778596039,7.05482807628131,1155.74197647339,1.50004820807899,7.09049341566131,7.05401778596039,7.46765674039472
31048,"31","048",Maxcanú,"0001","23991","11883","12108","6322",,153,1158,1158.37727971874,1224,1158,2875,7.05444965813294,7.05477540793664,1156.24197647339,1.50145558247843,7.10987946307227,7.05444965813294,7.96380795323145
31032,"31","032",Espita,"0001","16779","8267","8512","4237",,220,1158.5,1159.12840413943,1270.5,1158.5,3466,7.05488134387243,7.05542362593431,1156.74197647339,1.50286295687786,7.14716580276022,7.05488134387243,8.15075647027555
31036,"31","036",Homún,"0001","8090","4021","4069","2229",,63,1159,1159.94361277445,1241.5,1159,2104.5,7.05531284333975,7.05612667324172,1157.24197647339,1.50427033127729,7.12407560494822,7.05531284333975,7.65183318821063
31103,"31","103",Xocchel,"0001","3451","1701","1750","900",,,1159.5,1160.1125,1188.5,1159.5,1502.5,7.05574415669559,7.05627226215651,1157.74197647339,1.50567770567673,7.08044728680025,7.05574415669559,7.31488566640936
31099,"31","099",Uayma,"0001","4191","2100","2091","1008",,,1160,1160.31531049251,1198,1160,1454.5,7.05617528410041,7.0564470665543,1158.24197647339,1.50708508007616,7.08840877867539,7.05617528410041,7.28241747793526
31098,"31","098",Tzucacab,"0001","15346","7677","7669","4006",,,1160.5,1161.05669291339,1263,1160.5,3281.5,7.05660622571449,7.05708581161111,1158.74197647339,1.50849245447559,7.14124512235049,7.05660622571449,8.09605591391378
31076,"31","076",Tecoh,"0001","17939","8898","9041","4722",,188,1161,1161.72563962983,1205.5,1161,2494,7.05703698169789,7.05766179905992,1159.24197647339,1.50989982887503,7.09464969762123,7.05703698169789,7.82164312623998
31019,"31","019",Chemax,"0001","38934","19359","19575","8511",,106,1161.5,1161.97261648746,1254.5,1161.5,4458,7.05746755221046,7.05787437128861,1159.74197647339,1.51130720327446,7.13449236580648,7.05746755221046,8.40245551394581
31028,"31","028",Dzilam de Bravo,"0001","2936","1462","1474","882",,,1162,1162.121352478,1193,1162,1424,7.05789793741186,7.05800236610529,1160.24197647339,1.51271457767389,7.08422642209792,7.05789793741186,7.26122509197192
31002,"31","002",Acanceh,"0001","16772","8393","8379","4259",,,1165,1166.31707317073,1229.5,1162.5,3823,7.0604763659998,7.06160626233695,1163.24197647339,1.52115882407049,7.11436286165625,7.05832813746151,8.24879073369641
31006,"31","006",Buctzotz,"0001","9159","4525","4634","2688",,,1163,1163.40465328467,1255.5,1163,2493.5,7.05875815251866,7.05910603119762,1161.24197647339,1.51552932647276,7.13528917859764,7.05875815251866,7.82144262498618
31104,"31","104",Yaxcabá,"0001","16350","7994","8356","4195",,278,1163.5,1163.6589980942,1227.5,1163.5,2331.5,7.05918798274235,7.05932462840736,1161.74197647339,1.51693670087219,7.11273485966868,7.05918798274235,7.75426711624838
31056,"31","056",Oxkutzcab,"0001","33854","17544","16310","8573",,157,1164,1164.56244186047,1225,1164,3582.5,7.05961762829138,7.0601007090637,1162.24197647339,1.51834407527162,7.11069612297883,7.05961762829138,8.18381615970233
31057,"31","057",Panabá,"0001","7766","3930","3836","2215",,,1164.5,1164.81376091539,1254,1164.5,2206.5,7.0600470893244,7.06031649134532,1162.74197647339,1.51975144967106,7.13409372119287,7.0600470893244,7.6991628287096
31059,"31","059",Progreso,"0001","66008","33029","32979","18511",,220,1168.5,12449.0136064593,33932.5,1165,37734906.5,7.06347615397891,9.42939667035728,1166.74197647339,1.53101044486652,10.4321285361721,7.0604763659998,17.4460961258923
31065,"31","065",San Felipe,"0001","2118","1029","1089","632",,62,1165.5,1165.55404814004,1188.5,1165.5,1289,7.06090545847581,7.06095183075113,1163.74197647339,1.52256619846992,7.08044728680025,7.06090545847581,7.16162200293919
31011,"31","011",Celestún,"0001","8389","4154","4235","2370",,65,1166,1427.00099469496,33933.5,1166,788345,7.06133436691044,7.26333031452982,1164.24197647339,1.52397357286936,10.4321580060097,7.06133436691044,13.5776910902849
31093,"31","093",Tixkokob,"0001","18420","9383","9037","5137",,79,1169,1170.51557093426,1258.5,1166.5,4648,7.06390396147207,7.06519958964834,1167.24197647339,1.53241781926595,7.13767581457537,7.06176309146148,8.44419229853175
31092,"31","092",Tixcacalcupul,"0001","7888","3949","3939","1938",,,1167,1167.13736483781,1196.5,1167,1510,7.06219163228656,7.06230933301834,1165.24197647339,1.52678832166822,7.08715590734843,7.06219163228656,7.31986492980897
31084,"31","084",Temax,"0001","7037","3494","3543","1878",,,1167.5,1167.80963572268,1204.5,1167.5,1694.5,7.06261998954305,7.06288516699084,1165.74197647339,1.52819569606765,7.09381982205493,7.06261998954305,7.43514299104711
31089,"31","089",Ticul,"0001","40495","20558","19937","10082",,140,1168,1170.98789131719,1351,1168,6226.5,7.06304816338817,7.06560302308071,1166.24197647339,1.52960307046709,7.2086003379602,7.06304816338817,8.7365696561612
31079,"31","079",Tekax,"0001","45062","22934","22128","11545",,362,1168.5,1168.96103754366,1322,1168.5,7505,7.06347615397891,7.06387063118493,1166.74197647339,1.53101044486652,7.18690102041163,7.06347615397891,8.92332474406756
31101,"31","101",Umán,"0001","69147","34725","34422","19364",,258,1172,1178.73333333333,1401,1169,18397,7.06646697013696,7.07219569457588,1170.24197647339,1.54086206566255,7.24494154633701,7.06390396147207,9.81994288682578
31102,"31","102",Valladolid,"0001","85460","43535","41925","22083",,372,1169.5,1172.20707538433,1380,1169.5,15785,7.06433158602423,7.06664364001143,1167.74197647339,1.53382519366539,7.22983877815125,7.06433158602423,9.66681540099209
31071,"31","071",Sudzal,"0001","1949","950","999","579",,,1170,1170.13851044505,1183,1170,1322.5,7.0647590277918,7.06487740578062,1168.24197647339,1.53523256806482,7.07580886397839,7.0647590277918,7.18727916373245
31069,"31","069",Sotuta,"0001","8967","4385","4582","2398",,104,1170.5,1170.81763196481,1212.5,1170.5,2037,7.06518628693097,7.06545761446246,1168.74197647339,1.53663994246425,7.10043962281164,7.06518628693097,7.61923341622681
31061,"31","061",Río Lagartos,"0001","3974","1941","2033","1101",,79,1171,3210.82119788608,33938.5,1171,3474986.5,7.06561336359772,8.07428200829309,1169.24197647339,1.53804731686369,10.4323053421722,7.06561336359772,15.0611011520814
31045,"31","045",Kopomá,"0001","2677","1290","1387","788",,,1171.5,1171.98730964467,1216.5,1171.5,1555.5,7.06604025794785,7.0664561421301,1169.74197647339,1.53945469126312,7.10373316222358,7.06604025794785,7.34955231633769
31081,"31","081",Tekom,"0001","3355","1690","1665","801",,,1172,1172.21611721612,1213.5,1172,1467,7.06646697013696,7.06665135349235,1170.24197647339,1.54086206566255,7.10126402516666,7.06646697013696,7.29097477814298
31029,"31","029",Dzilam González,"0001","6240","3067","3173","1922",,,1172.5,1172.99291059472,1266.5,1172.5,2424,7.06689350032043,7.06731380481145,1170.74197647339,1.54226944006198,7.14401246944173,7.06689350032043,7.7931743471892
31100,"31","100",Ucú,"0001","4049","2034","2015","1139",,,1176,1176.61661585366,1210.5,1173,3545.5,7.06987412845857,7.07039832425284,1174.24197647339,1.55212106085802,7.09878877637811,7.06731984865348,8.17343447274405
31025,"31","025",Dzan,"0001","6003","3064","2939","1473",,,1173.5,1176.05527638191,1249.5,1173.5,2190.5,7.06774601529108,7.06992113108005,1171.74197647339,1.54508418886085,7.13049875027501,7.06774601529108,7.69188510725395
31039,"31","039",Ixil,"0001","4186","2086","2100","1121",,61,1174,1174.93033381713,1241,1174,1815,7.06817200038804,7.06896413445211,1172.24197647339,1.54649156326028,7.12367278520461,7.06817200038804,7.50384074669895
31083,"31","083",Telchac Puerto,"0001","1915","962","953","568",,55,1174.5,1177.44444444444,1251,1174.5,2128.5,7.06859780409897,7.07110164383862,1172.74197647339,1.54789893765972,7.13169851046691,7.06859780409897,7.66317278526821
31060,"31","060",Quintana Roo,"0001","976","496","480","305",,,1175,1175.22727272727,1195.5,1175,1292.5,7.06902342657826,7.06921683147201,1173.24197647339,1.54930631205915,7.08631978689838,7.06902342657826,7.16433360638258
31096,"31","096",Tizimín,"0001","80672","40618","40054","21283",,451,1175.5,1212.90734742146,33943,1175.5,728711,7.06944886798012,7.1007755230271,1173.74197647339,1.55071368645858,10.4324379261607,7.06944886798012,13.4990324989198
31005,"31","005",Bokobá,"0001","2167","1078","1089","634",,,1176,1176.99581005587,1212,1176,1532.5,7.06987412845857,7.07072054740336,1174.24197647339,1.55212106085802,7.10002716662926,7.06987412845857,7.33465566781037
31067,"31","067",Seyé,"0001","10053","4924","5129","2698",,74,1176.5,1178.08049886621,1233.5,1176.5,2570.5,7.07029920816742,7.07164169707731,1174.74197647339,1.55352843525745,7.11761093596941,7.07029920816742,7.85185571149556
31018,"31","018",Chapab,"0001","3385","1687","1698","966",,165,1177,1177.35119047619,1204.5,1177,1472,7.07072410726028,7.07102244038935,1175.24197647339,1.55493580965688,7.09381982205493,7.07072410726028,7.29437729928882
31017,"31","017",Chankom,"0001","4686","2327","2359","1239",,,1177.5,1177.69077757685,1200.5,1177.5,1599.5,7.07114882589057,7.07131083194043,1175.74197647339,1.55634318405631,7.09049341566131,7.07114882589057,7.37744635938957
31008,"31","008",Calotmul,"0001","3949","1962","1987","1157",,74,1178,1178.43422865014,1235.5,1178,1808.5,7.07157336421153,7.07194191144258,1176.24197647339,1.55775055845575,7.11923102542866,7.07157336421153,7.50025305139215
31062,"31","062",Sacalum,"0001","4962","2402","2560","1374",,,1178.5,1179.35971943888,1247,1178.5,2036.5,7.07199772237619,7.07272695954826,1176.74197647339,1.55915793285518,7.12849594568004,7.07199772237619,7.61898792708847
31038,"31","038",Hunucmá,"0001","35137","17680","17457","8944",,157,1179,1180.60399809614,1288,1179,7919,7.07242190053737,7.07378144929598,1177.24197647339,1.56056530725461,7.1608459066643,7.07242190053737,8.97702021421041
31090,"31","090",Timucuy,"0001","7503","3715","3788","1809",,,1179.5,1181.33038348083,1228.5,1179.5,2420.5,7.07284589884773,7.07439652600027,1177.74197647339,1.56197268165405,7.11354919196123,7.07284589884773,7.79172940937975
31034,"31","034",Hocabá,"0001","6514","3265","3249","1686",,104,1180,1181.29393305439,1220,1180,1798.5,7.07326971745971,7.07436567012007,1178.24197647339,1.56338005605348,7.1066061377273,7.07326971745971,7.49470826313568
31075,"31","075",Teabo,"0001","6921","3475","3446","1676",,,1180.5,1181.01568100358,1213,1180.5,1756,7.07369335652557,7.07413009384299,1178.74197647339,1.56478743045291,7.10085190894405,7.07369335652557,7.47079377419506
31030,"31","030",Dzitás,"0001","4015","1959","2056","1079",,,1181,1181.23203883495,1220.5,1181,1539.5,7.07411681619736,7.07431327347326,1179.24197647339,1.56619480485235,7.10701588983301,7.07411681619736,7.33921296736456
31041,"31","041",Kanasín,"0001","141939","71527","70412","40034",,362,1192.5,1224.21468926554,1419.5,1184.5,23863,7.0838072227625,7.11005484741828,1190.74197647339,1.5985644160393,7.25805997591303,7.07707602359884,10.0800844211932
31042,"31","042",Kantunil,"0001","5553","2823","2730","1561",,,1182,1182.44853683148,1208.5,1182,1626.5,7.07496319796604,7.07534259876913,1180.24197647339,1.56900955365121,7.09713520014354,7.07496319796604,7.39418574591341
31021,"31","021",Chichimilá,"0001","9406","4631","4775","2060",,108,1182.5,1182.73350471294,1216,1182.5,1727.5,7.07538612036609,7.07558356785974,1180.74197647339,1.57041692805064,7.10332206252611,7.07538612036609,7.45443055564183
31024,"31","024",Chumayel,"0001","3244","1647","1597","894",,,1183,1184.48550724638,1251,1183,1798,7.07580886397839,7.07706378818957,1181.24197647339,1.57182430245008,7.13169851046691,7.07580886397839,7.49443021503157
31066,"31","066",Santa Elena,"0001","4220","2118","2102","1124",,,1183.5,1183.68266978923,1228,1183.5,1651.5,7.07623142895404,7.07638576414069,1181.74197647339,1.57323167684951,7.11314210870709,7.07623142895404,7.40943924483084
31022,"31","022",Chikindzonot,"0001","4363","2171","2192","1015",,,1184,1184.19664115646,1218.5,1184,1646.5,7.07665381544395,7.07681988371168,1182.24197647339,1.57463905124894,7.10537587306526,7.07665381544395,7.40640710181642
31073,"31","073",Tahdziú,"0001","5854","2845","3009","1278",,,1184.5,1184.7965890183,1226,1184.5,1541,7.07707602359884,7.07732638399798,1182.74197647339,1.57604642564838,7.11151211649616,7.07707602359884,7.34018683532012
31044,"31","044",Kinchil,"0001","7530","3738","3792","2011",,,1185,1185.26150392817,1211.5,1185,1651,7.07749805356923,7.07771870764373,1183.24197647339,1.57745380004781,7.09961454025658,7.07749805356923,7.40913644392013
31001,"31","001",Abalá,"0001","6550","3247","3303","1822",,161,1185.5,1185.96853625171,1216,1185.5,1870.5,7.07791990550546,7.07831504990704,1183.74197647339,1.57886117444724,7.10332206252611,7.07791990550546,7.5339610537882
31003,"31","003",Akil,"0001","12285","6185","6100","3277",,,1186,1189.03674540682,1264,1186,2343,7.07834157955767,7.08089880067652,1184.24197647339,1.58026854884667,7.1420365747068,7.07834157955767,7.7591874385078
31004,"31","004",Baca,"0001","6195","3152","3043","1752",,,1186.5,1188.80347349177,1244.5,1186.5,2446.5,7.07876307587582,7.08070259580628,1184.74197647339,1.58167592324611,7.12648912180765,7.07876307587582,7.80241371072918
31007,"31","007",Cacalchén,"0001","7490","3721","3769","2051",,71,1187,1189.29921259843,1278.5,1187,2355,7.07918439460967,7.08111951566153,1185.24197647339,1.58308329764554,7.15344279473124,7.07918439460967,7.76429600645052
31009,"31","009",Cansahcab,"0001","4466","2278","2188","1315",,,1187.5,1188.84544049459,1265.5,1187.5,2058,7.0796055359088,7.0807378970676,1185.74197647339,1.58449067204497,7.14322257998518,7.0796055359088,7.62948991639399
31016,"31","016",Chacsinkín,"0001","3104","1516","1588","725",,,1188,1188.7260034904,1236,1188,1604,7.08002649992259,7.0806374273176,1186.24197647339,1.58589804644441,7.11963563801764,7.08002649992259,7.38025578842646
31010,"31","010",Cantamayec,"0001","2755","1332","1423","746",,79,1188.5,1188.63649182177,1207.5,1188.5,1430.5,7.08044728680025,7.08056212397716,1186.74197647339,1.58730542084384,7.09630738552673,7.08044728680025,7.26577931249016
31012,"31","012",Cenotillo,"0001","3736","1880","1856","1189",,,1189,1189.33879882093,1254.5,1189,2108.5,7.08086789669078,7.08115280044242,1187.24197647339,1.58871279524327,7.13449236580648,7.08086789669078,7.65373207318661
31013,"31","013",Conkal,"0001","16671","8501","8170","4990",,60,1195.25,1199.2832278481,1252,1192,4281,7.08611064750621,7.08947934718875,1193.49197647339,1.60630497523619,7.13249755166004,7.0833878476253,8.36194190614495
31015,"31","015",Cuzamá,"0001","5560","2739","2821","1513",,,1190,1190.91558441558,1223.5,1190,1613,7.08170858610557,7.08247768893871,1188.24197647339,1.59152754404214,7.10947088288273,7.08170858610557,7.38585107812521
31023,"31","023",Chocholá,"0001","4863","2373","2490","1456",,,1190.5,1190.90992522094,1223.5,1190.5,1793.5,7.08212866592692,7.08247293695783,1188.74197647339,1.59293491844157,7.10947088288273,7.08212866592692,7.49192429697234
31026,"31","026",Dzemul,"0001","3622","1825","1797","1091",,,1191,1192.15582191781,1271,1191,2203.5,7.0825485693553,7.08351856216719,1189.24197647339,1.594342292841,7.14755927118945,7.0825485693553,7.69780228428204
31027,"31","027",Dzidzantún,"0001","8345","4134","4211","2495",,141,1191.5,1193.15351299326,1312,1191.5,2909.5,7.0829682965388,7.08435509193633,1189.74197647339,1.59574966724044,7.17930796950403,7.0829682965388,7.97573652409672
31031,"31","031",Dzoncauich,"0001","2818","1396","1422","792",,91,1192,1192.34407796102,1222,1192,1421.5,7.0833878476253,7.08367646197973,1190.24197647339,1.59715704163987,7.10824413973154,7.0833878476253,7.25946793109105
31033,"31","033",Halachó,"0001","21255","10582","10673","5767",,184,1192.5,1193.28390410959,1291,1192.5,3481.5,7.0838072227625,7.08446436873154,1190.74197647339,1.5985644160393,7.16317239084664,7.0838072227625,8.1552185143826
31035,"31","035",Hoctún,"0001","6384","3210","3174","1836",,77,1193,1194.00758853288,1231.5,1193,1790.5,7.08422642209792,7.08507064948753,1191.24197647339,1.59997179043874,7.11598821756059,7.08422642209792,7.49025018943849
31037,"31","037",Huhí,"0001","5250","2552","2698","1578",,69,1193.5,1193.89807302231,1228.5,1193.5,1586,7.08464544577888,7.0849789243307,1191.74197647339,1.60137916483817,7.11354919196123,7.08464544577888,7.36897040219479
31043,"31","043",Kaua,"0001","3405","1681","1724","845",,,1194,1194.48689956332,1236,1194,1528.5,7.08506429395255,7.08547199940838,1192.24197647339,1.6027865392376,7.11963563801764,7.08506429395255,7.33204214133089
31046,"31","046",Mama,"0001","3296","1681","1615","866",,,1194.5,1195.43339960239,1243.5,1194.5,1664,7.08548296676586,7.08626407610556,1192.74197647339,1.60419391363704,7.12568526324346,7.08548296676586,7.41697962138115
31051,"31","051",Mocochá,"0001","3430","1673","1757","1004",,108,1197.5,1198.36637931034,1234,1195,1976,7.08799132928507,7.08871455772184,1195.74197647339,1.61263816003363,7.11801620446533,7.08590146436561,7.58882987830781
31053,"31","053",Muna,"0001","13494","6747","6747","3411",,,1195.5,1196.44156504065,1289,1195.5,3048.5,7.08631978689838,7.08710706791146,1193.74197647339,1.6070086624359,7.16162200293919,7.08631978689838,8.02240494534787
31054,"31","054",Muxupip,"0001","2990","1531","1459","866",,150,1196,1197.73109243697,1227.5,1196,1814,7.08673793451058,7.08818428973755,1194.24197647339,1.60841603683533,7.11273485966868,7.08673793451058,7.50328963067508
